time,no1_el,no2_el,no3_el,no4_el,no1_rt,no2_rt,no3_rt,no4_rt,abs
2018-09-01 AM 12:00,54.10,58.88,58.16,43.14,892.84,901.96,908.26,619.31,1.71
2018-09-01 AM 1:00,54.19,58.78,59.31,44.22,902.58,915.69,934.31,648.87,1.37
2018-09-01 AM 2:00,54.06,58.62,58.97,43.04,900.53,913.33,929.27,623.78,1.86
2018-09-01 AM 3:00,53.89,58.47,57.73,41.70,899.26,908.52,912.27,597.94,2.82
2018-09-01 AM 4:00,53.74,58.37,55.83,40.64,889.91,895.53,881.26,574.31,2.61
2018-09-01 AM 5:00,53.78,58.37,55.14,40.83,900.01,905.08,878.42,586.79,3.02
2018-09-01 AM 6:00,53.61,58.18,54.49,40.74,894.67,896.14,865.18,579.02,3.05
2018-09-01 AM 7:00,53.75,58.37,53.74,39.75,890.86,895.87,850.62,556.97,2.79
2018-09-01 AM 8:00,53.45,58.08,53.40,40.24,894.03,898.79,854.54,574.69,2.55
2018-09-01 AM 9:00,53.67,58.32,53.67,40.77,895.90,898.87,853.21,589.86,2.11
2018-09-01 AM 10:00,53.85,58.59,53.82,40.93,897.67,900.88,855.37,587.76,2
2018-09-01 AM 11:00,53.90,61.53,54.20,41.23,894.44,904.17,858.99,588.11,3.04
2018-09-01 PM 12:00,54.07,62.27,55.87,41.72,898.01,906.06,881.28,596.87,2.96
2018-09-01 PM 1:00,54.49,61.54,57.84,42.86,898.27,905.05,897.50,616.56,2.61
2018-09-01 PM 2:00,55.33,60.97,60.01,43.93,908.51,908.26,927.67,631.75,2.03
2018-09-01 PM 3:00,55.70,60.42,60.24,43.38,923.86,911.67,934.55,624.45,1.99
2018-09-01 PM 4:00,55.21,59.25,59.64,41.21,920.27,908.40,932.99,590.51,1.96
2018-09-01 PM 5:00,54.84,58.10,57.38,40.47,929.43,916.88,912.29,584.96,1.9
2018-09-01 PM 6:00,53.95,57.62,56.58,40.16,910.73,911.67,901.33,575.07,1.99
2018-09-01 PM 7:00,53.73,57.67,55.33,39.51,904.88,912.83,884.38,566.34,2.01
2018-09-01 PM 8:00,53.87,57.83,55.42,39.80,908.10,915.31,886.31,569.71,2.07
2018-09-01 PM 9:00,53.69,57.77,55.04,39.53,901.28,906.78,879.21,565.26,1.96
2018-09-01 PM 10:00,53.61,57.79,54.20,38.71,901.87,905.34,864.55,547.63,1.96
2018-09-01 PM 11:00,53.65,57.94,54.19,39.08,899.37,905.94,864.36,561.55,1.95
2018-09-02 AM 12:00,53.53,57.91,53.47,38.59,901.92,905.80,856.14,553.72,1.84
2018-09-02 AM 1:00,53.45,57.85,53.13,38.70,901.29,906.59,851.56,555.27,1.82
2018-09-02 AM 2:00,53.58,58.01,52.53,38.13,893.87,899.25,833.36,544.53,1.79
2018-09-02 AM 3:00,53.68,58.12,52.57,38.39,898.62,902.86,837.18,549.41,1.95
2018-09-02 AM 4:00,53.79,58.23,53.18,39.32,902.35,905.58,845.80,568.72,2.08
2018-09-02 AM 5:00,53.83,58.26,53.56,39.41,902.59,906.68,851.12,564.85,2.02
2018-09-02 AM 6:00,53.85,58.32,53.75,39.37,895.74,900.12,846.56,565.11,1.91
2018-09-02 AM 7:00,53.55,58.06,53.23,38.28,891.01,894.79,839.01,545.33,1.79
2018-09-02 AM 8:00,53.52,58.00,53.08,38.30,893.42,896.16,841.33,545.84,1.72
2018-09-02 AM 9:00,53.56,58.06,53.13,38.58,894.03,897.11,839.78,550.29,1.91
2018-09-02 AM 10:00,53.75,58.25,53.53,39.19,899.14,904.69,850.01,569.01,2.02
2018-09-02 AM 11:00,53.59,58.08,53.56,39.32,895.37,900.73,847.70,564.06,1.88
2018-09-02 PM 12:00,53.68,58.13,53.72,39.35,895.71,903.60,853.83,566.26,1.82
2018-09-02 PM 1:00,53.86,58.30,54.71,40.18,899.73,908.10,869.56,579.40,1.81
2018-09-02 PM 2:00,53.59,58.12,54.60,39.76,893.77,902.80,865.36,567.98,1.63
2018-09-02 PM 3:00,53.63,58.09,54.32,38.99,895.02,901.77,863.38,552.86,1.8
2018-09-02 PM 4:00,53.67,58.18,54.41,39.35,897.66,903.09,864.34,568.07,1.72
2018-09-02 PM 5:00,53.65,58.16,54.42,39.43,897.10,901.73,861.86,570.56,1.34
2018-09-02 PM 6:00,53.88,58.43,54.87,40.00,896.57,901.29,867.18,577.85,1.5
2018-09-02 PM 7:00,53.95,58.60,55.14,40.16,901.86,904.22,874.45,580.12,1.69
2018-09-02 PM 8:00,54.41,63.12,58.75,41.84,913.65,915.52,922.20,615.22,1.78
2018-09-02 PM 9:00,54.19,61.71,59.27,41.68,902.17,909.78,921.89,604.45,1.44
2018-09-02 PM 10:00,54.03,60.56,57.84,40.37,900.92,909.65,907.30,583.94,1.29
2018-09-02 PM 11:00,53.99,59.97,57.46,39.94,899.82,906.16,900.65,577.64,1.57
2018-09-03 AM 12:00,54.01,59.37,57.44,39.93,902.70,905.51,900.28,581.93,1.44
2018-09-03 AM 1:00,53.97,58.31,57.42,39.99,900.48,903.11,901.40,582.88,1.55
2018-09-03 AM 2:00,54.05,58.01,57.53,40.21,897.57,902.47,899.39,583.32,1.53
2018-09-03 AM 3:00,54.46,58.24,58.41,40.93,908.47,909.33,913.69,597.00,1.56
2018-09-03 AM 4:00,56.61,58.52,61.60,42.64,939.34,911.77,951.95,621.67,1.71
2018-09-03 AM 5:00,55.56,58.30,58.93,40.66,918.73,896.13,909.75,587.31,1.49
2018-09-03 AM 6:00,55.76,58.87,59.63,41.61,921.02,900.94,919.02,603.33,1.53
2018-09-03 AM 7:00,57.20,59.04,60.79,42.17,932.84,891.40,985.05,608.51,1.44
2018-09-03 AM 8:00,58.01,59.60,57.51,43.12,936.93,887.85,941.00,615.61,2.16
2018-09-03 AM 9:00,62.64,63.76,62.15,46.03,984.99,942.67,989.29,660.35,3.48
2018-09-03 AM 10:00,62.38,64.55,63.17,46.79,974.54,946.37,989.11,664.96,3.41
2018-09-03 AM 11:00,62.38,65.05,63.54,46.96,981.22,947.86,994.88,669.97,3.4
2018-09-03 PM 12:00,66.01,66.84,67.25,48.49,1023.60,967.44,1029.49,694.74,3.55
2018-09-03 PM 1:00,65.76,66.66,67.26,48.26,1012.21,959.54,1020.57,679.55,3.39
2018-09-03 PM 2:00,65.46,66.93,67.27,48.10,1015.58,964.12,1027.72,691.74,3.38
2018-09-03 PM 3:00,65.38,67.17,67.13,47.99,1015.30,965.12,1027.89,685.00,3.48
2018-09-03 PM 4:00,65.29,67.23,67.09,47.20,1010.69,958.78,1022.80,666.31,3.44
2018-09-03 PM 5:00,65.45,67.15,66.92,47.32,1013.47,964.18,1025.63,675.22,3.51
2018-09-03 PM 6:00,65.11,66.94,66.37,47.30,1011.32,964.17,1023.84,668.46,3.41
2018-09-03 PM 7:00,64.79,66.80,64.71,46.52,1010.90,963.16,1007.70,660.02,3.66
2018-09-03 PM 8:00,65.08,67.24,64.73,46.55,1021.43,900.10,1010.24,663.02,3.81
2018-09-03 PM 9:00,64.90,66.92,64.52,46.38,1018.35,926.96,988.14,661.20,3.52
2018-09-03 PM 10:00,63.96,67.13,66.08,45.91,1001.19,967.42,949.22,652.48,3.43
2018-09-03 PM 11:00,64.06,66.32,67.38,45.86,1000.81,970.25,960.81,649.74,3.52
2018-09-04 AM 12:00,64.17,64.32,67.39,46.03,1000.01,947.20,960.43,652.19,3.54
2018-09-04 AM 1:00,64.30,63.90,67.58,46.40,1007.09,949.56,965.64,662.49,3.45
2018-09-04 AM 2:00,64.03,64.04,66.90,46.31,1005.40,952.79,962.53,660.07,3.3
2018-09-04 AM 3:00,62.43,62.09,65.70,44.55,987.63,912.20,951.16,630.58,3.24
2018-09-04 AM 4:00,61.41,62.88,66.24,45.10,978.43,927.67,959.69,644.52,3.23
2018-09-04 AM 5:00,61.48,63.24,65.94,44.74,969.53,925.20,953.97,634.48,3.15
2018-09-04 AM 6:00,61.64,65.32,65.95,44.29,975.08,926.01,954.14,628.11,2.89
2018-09-04 AM 7:00,61.88,67.78,66.32,45.40,983.05,941.77,964.14,658.70,2.67
2018-09-04 AM 8:00,57.60,62.33,63.92,43.59,955.01,917.90,961.07,642.59,2.65
2018-09-04 AM 9:00,54.24,60.18,57.60,40.79,921.08,909.24,900.93,603.59,2.5
2018-09-04 AM 10:00,54.45,59.74,57.31,41.23,921.79,914.17,901.47,612.68,2.15
2018-09-04 AM 11:00,53.61,58.72,56.87,39.99,901.39,907.22,891.00,581.94,1.91
2018-09-04 PM 12:00,54.20,58.39,57.79,40.83,906.19,913.62,902.20,605.93,1.91
2018-09-04 PM 1:00,55.34,58.65,60.31,42.13,913.27,910.37,926.17,623.97,1.84
2018-09-04 PM 2:00,59.26,59.64,64.93,44.41,972.06,926.28,978.05,662.73,2.43
2018-09-04 PM 3:00,60.70,61.35,66.56,45.37,995.06,948.34,992.16,679.39,2.65
2018-09-04 PM 4:00,60.57,61.39,66.18,44.75,982.73,930.62,975.35,655.46,3.16
2018-09-04 PM 5:00,60.52,62.05,66.22,44.67,982.00,936.49,975.81,651.42,3.48
2018-09-04 PM 6:00,59.95,61.65,65.75,44.27,970.66,929.74,972.45,643.15,2.99
2018-09-04 PM 7:00,55.43,58.26,60.52,40.59,920.35,892.62,928.59,586.97,2.24
2018-09-04 PM 8:00,53.58,58.40,57.17,39.54,903.67,908.23,901.45,584.04,1.56
2018-09-04 PM 9:00,53.42,58.01,56.74,39.04,891.59,897.36,887.40,570.98,1.42
2018-09-04 PM 10:00,53.41,57.83,54.80,37.94,901.96,898.27,868.72,559.59,1.43
2018-09-04 PM 11:00,53.75,58.07,55.43,39.46,898.81,900.90,873.54,583.23,1.46
2018-09-05 AM 12:00,53.16,57.47,53.40,36.83,892.77,891.71,847.29,531.38,1.36
2018-09-05 AM 1:00,53.24,57.60,52.20,36.76,894.88,889.91,827.69,530.52,1.35
2018-09-05 AM 2:00,53.34,57.68,52.15,36.84,898.10,893.60,826.65,539.62,1.39
2018-09-05 AM 3:00,53.53,57.85,52.35,37.47,897.94,893.97,828.52,549.34,1.88
2018-09-05 AM 4:00,53.55,57.88,52.39,37.65,895.93,890.98,824.01,548.00,2.85
2018-09-05 AM 5:00,53.21,57.57,52.16,36.89,885.42,880.81,817.80,528.73,2.92
2018-09-05 AM 6:00,53.10,57.43,51.49,36.37,886.09,881.48,813.37,515.43,2.89
2018-09-05 AM 7:00,53.47,57.80,51.86,37.39,894.21,890.40,815.89,541.92,2.85
2018-09-05 AM 8:00,53.66,57.94,53.12,38.35,896.57,894.66,840.34,563.10,2.87
2018-09-05 AM 9:00,54.09,58.42,55.49,40.07,905.68,902.49,870.13,604.48,3.02
2018-09-05 AM 10:00,54.41,59.11,57.64,43.11,920.36,925.72,903.41,668.19,2.67
2018-09-05 AM 11:00,61.27,67.01,57.64,44.57,1053.81,1060.76,913.87,745.70,1.45
2018-09-05 PM 12:00,62.74,67.57,58.62,47.07,1070.28,1060.54,916.26,774.63,0.8
2018-09-05 PM 1:00,62.33,67.66,57.53,44.74,1058.05,1046.27,894.48,734.27,0.9
2018-09-05 PM 2:00,61.29,67.64,57.39,44.24,1048.77,1051.42,893.63,727.81,1.13
2018-09-05 PM 3:00,61.42,67.80,57.51,45.41,1054.26,1058.97,901.64,756.64,1.54
2018-09-05 PM 4:00,61.52,67.88,57.52,45.94,1048.02,1053.07,898.81,763.79,1.21
2018-09-05 PM 5:00,64.26,68.59,60.43,46.68,1077.21,1052.99,926.23,779.49,1.38
2018-09-05 PM 6:00,65.44,68.58,62.35,47.94,1104.87,1056.74,951.30,805.34,1.53
2018-09-05 PM 7:00,66.26,68.73,63.45,48.95,1126.97,1065.54,967.00,819.82,1.73
2018-09-05 PM 8:00,66.48,68.56,64.32,47.72,1127.92,1061.50,975.29,800.67,1.94
2018-09-05 PM 9:00,62.94,67.80,58.80,43.73,1080.48,1047.51,911.28,725.69,0.64
2018-09-05 PM 10:00,61.00,67.81,56.25,43.99,1052.44,1048.70,880.73,735.68,0.36
2018-09-05 PM 11:00,61.03,67.68,56.45,44.05,1051.72,1052.94,885.35,735.18,0.3
2018-09-06 AM 12:00,59.45,67.26,54.43,42.14,1025.86,1044.25,859.70,696.44,0
2018-09-06 AM 1:00,58.61,66.96,53.46,41.46,1027.16,1050.55,854.63,689.93,0
2018-09-06 AM 2:00,56.87,65.93,51.97,40.72,997.43,987.27,829.39,666.20,0
2018-09-06 AM 3:00,56.54,65.53,51.69,41.07,988.54,976.45,822.11,680.47,0
2018-09-06 AM 4:00,56.92,66.50,53.68,41.32,992.64,1023.02,850.79,684.50,0
2018-09-06 AM 5:00,55.66,60.91,51.24,38.84,976.95,971.12,818.37,638.67,0
2018-09-06 AM 6:00,54.50,59.64,49.94,38.94,958.81,956.22,802.17,647.73,0
2018-09-06 AM 7:00,54.78,61.97,51.05,40.15,954.29,986.98,814.26,674.25,0
2018-09-06 AM 8:00,58.77,65.60,54.76,43.99,1006.61,1031.80,861.04,736.26,0.27
2018-09-06 AM 9:00,62.27,66.87,58.05,45.49,1057.61,1045.48,900.56,756.96,0.11
2018-09-06 AM 10:00,62.11,66.91,57.25,44.64,1053.85,1036.91,884.04,732.99,0.48
2018-09-06 AM 11:00,61.77,67.13,57.07,43.47,1050.04,1034.34,882.40,706.90,0.8
2018-09-06 PM 12:00,61.52,67.08,56.88,43.13,1049.38,1039.87,882.47,703.10,1.05
2018-09-06 PM 1:00,61.97,67.69,57.48,44.30,1050.39,1039.36,885.88,724.01,0.86
2018-09-06 PM 2:00,61.79,67.61,57.55,44.23,1048.71,1042.12,891.42,725.99,1.75
2018-09-06 PM 3:00,63.85,68.13,60.50,46.71,1084.83,1047.74,926.89,786.27,1.83
2018-09-06 PM 4:00,64.02,67.77,59.78,44.98,1081.90,1040.20,915.74,747.89,1.39
2018-09-06 PM 5:00,64.04,67.84,59.08,44.79,1088.86,1043.42,911.59,753.07,1.24
2018-09-06 PM 6:00,63.95,67.78,60.20,45.03,1088.98,1045.64,928.07,742.30,1.14
2018-09-06 PM 7:00,62.97,67.47,57.89,43.75,1065.45,1035.84,893.26,709.69,1.78
2018-09-06 PM 8:00,62.69,67.46,56.57,41.82,1064.87,1035.85,878.44,685.36,1.8
2018-09-06 PM 9:00,61.96,67.30,56.32,41.63,1055.59,1036.76,878.00,684.66,0.82
2018-09-06 PM 10:00,60.04,67.17,56.08,41.85,1027.16,1036.55,873.45,689.14,1.38
2018-09-06 PM 11:00,60.50,67.57,56.36,43.13,1033.21,1041.99,879.13,712.51,1.6
2018-09-07 AM 12:00,60.38,67.45,56.21,42.51,1022.08,1035.82,870.11,698.83,0.95
2018-09-07 AM 1:00,60.56,67.52,56.43,42.48,1031.75,1038.42,875.97,702.06,0.9
2018-09-07 AM 2:00,60.74,67.60,57.60,43.50,1037.66,1043.37,893.67,725.14,1.13
2018-09-07 AM 3:00,60.41,67.32,57.11,42.85,1032.37,1037.66,884.67,711.95,1.11
2018-09-07 AM 4:00,60.59,67.49,57.15,43.03,1031.79,1037.13,884.63,718.98,1.15
2018-09-07 AM 5:00,60.64,67.38,57.14,44.45,1039.59,1045.94,890.88,748.62,1.41
2018-09-07 AM 6:00,62.41,67.56,59.01,45.46,1066.42,1048.25,918.81,763.62,1.6
2018-09-07 AM 7:00,62.74,67.51,59.06,44.94,1065.35,1040.99,914.03,751.67,1.26
2018-09-07 AM 8:00,61.36,67.48,56.71,42.88,1042.54,1034.84,877.35,703.74,0.41
2018-09-07 AM 9:00,60.92,67.18,55.37,41.89,1039.45,1036.98,864.63,692.05,0.79
2018-09-07 AM 10:00,61.01,67.33,54.83,42.00,1036.41,1029.39,850.89,690.37,1.37
2018-09-07 AM 11:00,59.28,67.04,54.21,41.86,1009.11,1029.83,842.76,659.59,1.52
2018-09-07 PM 12:00,58.09,66.42,52.82,40.02,998.31,1008.11,832.54,628.82,0.09
2018-09-07 PM 1:00,59.03,67.80,53.99,41.99,1001.25,989.92,838.95,660.83,0.77
2018-09-07 PM 2:00,61.23,66.97,55.95,42.84,1034.09,996.34,943.74,666.74,1.44
2018-09-07 PM 3:00,61.90,66.56,53.88,43.05,1043.33,1002.56,915.46,675.31,1.32
2018-09-07 PM 4:00,61.35,66.91,52.40,42.04,1036.59,1033.17,895.83,664.09,1.42
2018-09-07 PM 5:00,61.18,66.45,51.75,43.45,1042.75,1043.70,886.96,706.94,1.28
2018-09-07 PM 6:00,61.50,66.43,52.08,45.21,1048.42,1048.97,892.92,739.33,0.52
2018-09-07 PM 7:00,61.45,66.42,52.44,45.45,1053.29,1055.54,906.02,744.90,0.07
2018-09-07 PM 8:00,61.24,66.38,51.77,43.05,1041.68,1042.87,879.22,693.51,0.26
2018-09-07 PM 9:00,61.08,66.77,54.27,42.67,1038.12,1040.74,847.38,689.39,0.19
2018-09-07 PM 10:00,60.59,66.76,54.85,41.53,1038.67,1044.30,862.77,667.58,0
2018-09-07 PM 11:00,59.85,67.07,54.60,40.99,1032.06,1051.04,860.44,658.39,0
2018-09-08 AM 12:00,55.91,64.74,51.47,38.16,980.18,993.58,821.65,612.31,0
2018-09-08 AM 1:00,53.80,63.32,49.28,38.68,946.53,936.99,791.65,634.06,0
2018-09-08 AM 2:00,56.20,65.19,52.01,40.47,985.73,1004.98,838.11,666.91,0
2018-09-08 AM 3:00,56.42,61.69,51.89,39.32,989.37,983.23,835.37,640.84,0
2018-09-08 AM 4:00,54.68,58.99,49.74,37.25,960.57,949.22,800.83,604.89,0
2018-09-08 AM 5:00,54.37,59.65,49.75,37.42,955.14,962.32,805.61,608.04,0
2018-09-08 AM 6:00,54.47,60.32,50.32,38.08,947.65,965.08,807.36,611.76,0
2018-09-08 AM 7:00,54.35,59.97,50.01,36.98,953.08,962.66,805.97,595.47,0
2018-09-08 AM 8:00,54.56,60.29,50.23,37.20,951.48,961.85,807.10,602.97,0
2018-09-08 AM 9:00,54.80,60.55,50.40,38.17,943.53,948.16,797.69,612.80,0
2018-09-08 AM 10:00,55.42,62.27,51.48,38.65,964.68,983.27,822.95,629.20,0
2018-09-08 AM 11:00,56.34,63.65,52.51,39.41,977.17,1001.28,840.45,639.05,0
2018-09-08 PM 12:00,56.06,66.21,52.12,39.04,974.76,995.66,832.45,632.80,0
2018-09-08 PM 1:00,56.79,66.11,52.90,39.68,989.03,1005.47,847.32,643.83,0
2018-09-08 PM 2:00,57.99,65.73,54.40,40.94,1007.14,1026.31,865.40,659.63,0
2018-09-08 PM 3:00,57.72,64.25,54.17,41.26,1004.17,1023.76,862.67,673.02,0
2018-09-08 PM 4:00,57.57,63.91,54.01,41.41,1004.49,1027.62,861.38,682.07,0
2018-09-08 PM 5:00,57.48,63.80,53.81,40.68,1002.88,1017.05,858.30,667.38,0
2018-09-08 PM 6:00,57.39,63.24,53.37,39.24,1004.49,1007.68,855.90,638.69,0
2018-09-08 PM 7:00,57.45,63.23,53.16,39.64,1006.77,1009.82,852.31,643.89,0
2018-09-08 PM 8:00,56.53,63.07,52.08,38.73,988.38,995.95,834.12,621.86,0
2018-09-08 PM 9:00,56.63,65.86,51.95,39.69,992.74,990.12,834.47,648.38,0
2018-09-08 PM 10:00,57.45,65.13,52.65,39.97,1009.94,1018.45,852.41,656.35,0
2018-09-08 PM 11:00,56.83,62.42,52.16,40.07,1000.52,998.86,843.21,660.06,0
2018-09-09 AM 12:00,56.36,61.55,51.91,39.90,994.78,991.14,836.67,654.70,0
2018-09-09 AM 1:00,56.38,61.71,51.83,39.14,991.42,991.61,832.84,636.15,0
2018-09-09 AM 2:00,55.96,60.48,50.55,38.07,993.44,971.45,820.29,620.56,0
2018-09-09 AM 3:00,56.13,62.90,51.81,38.85,992.57,1009.30,836.82,631.47,0
2018-09-09 AM 4:00,55.75,60.35,50.61,37.78,979.63,958.75,810.68,611.56,0
2018-09-09 AM 5:00,54.16,59.14,49.18,37.10,958.18,941.80,796.67,596.15,0
2018-09-09 AM 6:00,54.24,61.06,50.11,38.13,950.30,967.58,805.77,616.58,0
2018-09-09 AM 7:00,54.55,61.90,50.69,38.41,952.07,972.15,813.94,617.04,0
2018-09-09 AM 8:00,54.61,65.03,51.37,37.95,951.58,982.81,823.36,612.31,0
2018-09-09 AM 9:00,54.61,65.09,51.35,38.44,950.13,983.57,823.45,620.05,0
2018-09-09 AM 10:00,55.31,64.74,51.90,38.65,962.05,1005.04,831.57,622.02,0
2018-09-09 AM 11:00,56.13,63.32,52.56,39.08,973.20,1007.47,839.33,629.52,0
2018-09-09 PM 12:00,55.95,62.14,52.25,38.43,970.23,996.61,837.53,615.63,0
2018-09-09 PM 1:00,56.34,62.80,52.75,39.88,975.85,1001.30,843.48,645.48,0
2018-09-09 PM 2:00,59.48,65.86,55.56,42.28,1025.98,1047.27,882.16,692.53,0
2018-09-09 PM 3:00,60.22,66.68,56.49,42.16,1033.84,1050.35,889.36,685.33,0
2018-09-09 PM 4:00,58.36,64.03,53.81,40.71,1013.47,1011.13,856.03,664.05,0
2018-09-09 PM 5:00,57.95,65.94,52.79,38.87,1016.90,998.06,847.44,630.35,0
2018-09-09 PM 6:00,58.05,65.75,52.22,39.64,1010.03,993.77,833.65,641.29,0
2018-09-09 PM 7:00,57.43,64.70,52.30,39.46,1002.32,984.43,835.63,634.56,0
2018-09-09 PM 8:00,57.25,63.90,52.21,38.76,997.17,982.77,834.48,628.79,0
2018-09-09 PM 9:00,57.19,63.49,52.03,39.69,996.54,978.57,831.01,647.65,0
2018-09-09 PM 10:00,57.40,63.96,52.35,40.13,1007.81,1000.02,841.02,654.30,0
2018-09-09 PM 11:00,57.26,63.37,52.70,40.18,1002.07,1011.85,845.84,656.24,0
2018-09-10 AM 12:00,56.48,61.17,51.82,38.56,987.31,984.18,831.61,620.93,0
2018-09-10 AM 1:00,55.54,60.18,51.00,37.59,971.35,969.44,819.60,601.58,0
2018-09-10 AM 2:00,55.61,59.87,50.32,37.81,971.25,956.22,805.07,602.19,0
2018-09-10 AM 3:00,55.68,60.10,50.30,38.38,975.89,967.54,812.34,619.44,0
2018-09-10 AM 4:00,55.59,60.15,50.21,37.53,980.41,965.55,814.76,606.64,0
2018-09-10 AM 5:00,55.03,60.00,49.98,36.53,969.47,959.43,806.82,585.62,0
2018-09-10 AM 6:00,55.11,60.06,49.94,36.88,966.02,955.50,803.34,592.80,0
2018-09-10 AM 7:00,55.15,60.49,50.00,37.72,963.71,962.86,804.82,607.87,0
2018-09-10 AM 8:00,54.85,60.20,49.77,37.36,961.90,959.84,802.04,604.91,0
2018-09-10 AM 9:00,55.20,61.72,50.90,39.40,970.97,975.61,819.36,652.91,0
2018-09-10 AM 10:00,55.47,65.61,52.13,39.04,962.71,999.94,835.93,632.77,0
2018-09-10 AM 11:00,56.36,66.65,53.06,40.60,978.78,1013.24,846.76,665.91,0
2018-09-10 PM 12:00,58.54,66.60,54.82,43.27,1017.56,1047.00,875.16,715.11,0
2018-09-10 PM 1:00,57.81,63.55,53.82,41.22,1005.63,1015.69,855.61,668.73,0
2018-09-10 PM 2:00,57.19,62.15,52.73,41.35,1003.45,996.43,845.85,688.91,0
2018-09-10 PM 3:00,58.36,65.77,54.82,40.81,1021.46,1052.30,876.74,671.31,0
2018-09-10 PM 4:00,57.67,63.68,53.78,39.44,1003.86,1010.39,856.52,637.43,0
2018-09-10 PM 5:00,55.24,60.12,50.46,38.10,971.80,959.43,810.82,609.95,0
2018-09-10 PM 6:00,54.69,60.55,50.25,38.42,966.32,968.13,815.27,624.46,0
2018-09-10 PM 7:00,54.86,61.93,51.19,39.82,964.87,983.28,824.90,655.62,0
2018-09-10 PM 8:00,54.92,63.19,51.44,40.17,964.91,989.95,829.34,658.38,0
2018-09-10 PM 9:00,55.04,65.73,51.95,39.97,961.66,994.28,832.85,655.73,0
2018-09-10 PM 10:00,54.88,64.37,51.40,38.41,955.82,971.39,820.66,617.07,0
2018-09-10 PM 11:00,55.10,63.81,51.56,37.26,957.48,972.15,821.41,595.19,0
2018-09-11 AM 12:00,54.85,62.23,50.43,36.78,958.01,956.95,804.64,589.91,0
2018-09-11 AM 1:00,53.77,60.31,48.67,36.03,933.74,923.03,769.90,567.98,0
2018-09-11 AM 2:00,53.82,60.12,48.57,36.44,938.14,926.57,773.29,575.50,0
2018-09-11 AM 3:00,53.76,59.92,48.80,36.61,939.21,942.54,783.72,583.75,0
2018-09-11 AM 4:00,53.72,59.00,48.74,36.22,938.69,943.37,782.38,583.80,0
2018-09-11 AM 5:00,53.95,59.15,49.42,37.31,947.69,952.72,795.57,605.20,0
2018-09-11 AM 6:00,53.86,59.61,50.07,38.33,950.77,969.11,813.40,627.43,0
2018-09-11 AM 7:00,53.86,59.78,50.09,38.03,949.58,967.83,812.58,628.33,0
2018-09-11 AM 8:00,54.23,61.11,50.86,39.47,956.06,983.52,824.44,651.41,0
2018-09-11 AM 9:00,55.30,62.60,51.26,39.88,964.73,998.65,872.80,646.88,0
2018-09-11 AM 10:00,55.27,62.31,47.72,39.53,962.70,992.90,848.95,637.95,0
2018-09-11 AM 11:00,57.33,64.15,47.88,39.84,991.89,1016.46,849.10,634.66,0
2018-09-11 PM 12:00,56.81,63.21,47.53,39.26,987.26,993.82,843.62,631.18,0
2018-09-11 PM 1:00,56.31,65.47,47.27,39.21,980.06,973.53,785.32,628.81,0
2018-09-11 PM 2:00,57.34,65.53,53.00,39.84,995.13,1004.01,853.75,635.33,0
2018-09-11 PM 3:00,56.89,62.72,52.47,39.06,993.34,993.16,846.23,625.64,0
2018-09-11 PM 4:00,56.11,61.01,51.48,40.38,982.60,979.53,836.75,657.51,0
2018-09-11 PM 5:00,56.37,61.21,51.49,41.92,990.98,985.53,838.45,678.18,0
2018-09-11 PM 6:00,56.18,60.35,50.94,40.68,979.05,959.91,826.05,652.01,0
2018-09-11 PM 7:00,55.93,60.19,50.35,39.04,978.34,958.50,815.83,623.21,0
2018-09-11 PM 8:00,55.15,59.43,49.58,38.65,965.72,942.55,804.06,623.59,0
2018-09-11 PM 9:00,54.08,58.79,48.83,38.15,947.78,929.19,792.73,608.01,0
2018-09-11 PM 10:00,54.17,58.96,48.87,38.41,952.20,938.48,791.66,615.97,0
2018-09-11 PM 11:00,54.47,60.08,49.36,39.12,942.91,945.41,797.22,626.98,0
2018-09-12 AM 12:00,54.40,59.85,49.33,39.01,944.06,941.50,793.45,624.84,0
2018-09-12 AM 1:00,54.31,59.75,49.20,38.90,942.98,937.84,793.15,631.33,0
2018-09-12 AM 2:00,54.46,60.06,49.40,39.83,946.68,949.07,803.60,641.00,0
2018-09-12 AM 3:00,54.47,61.19,49.50,39.45,946.32,950.61,801.13,629.72,0
2018-09-12 AM 4:00,54.40,63.80,49.79,39.35,952.91,961.46,808.92,643.80,0
2018-09-12 AM 5:00,54.38,62.88,50.02,40.80,949.83,962.54,814.46,668.41,0
2018-09-12 AM 6:00,54.48,62.08,50.36,41.52,955.29,970.21,821.49,682.17,0
2018-09-12 AM 7:00,56.37,63.91,52.63,43.21,990.99,1025.07,860.17,714.07,0
2018-09-12 AM 8:00,56.57,61.98,52.26,41.79,982.84,991.62,841.26,673.18,0
2018-09-12 AM 9:00,56.05,59.98,50.95,41.39,969.55,954.30,814.24,667.98,0
2018-09-12 AM 10:00,57.56,64.18,53.16,43.69,987.27,1016.69,847.99,708.83,0
2018-09-12 AM 11:00,57.99,65.37,54.28,44.63,990.69,1024.57,863.50,715.44,0
2018-09-12 PM 12:00,58.78,65.88,55.10,45.50,1006.32,1034.54,874.77,734.48,0
2018-09-12 PM 1:00,60.36,66.71,56.22,46.01,1023.21,1039.13,884.65,748.24,0
2018-09-12 PM 2:00,59.61,66.40,55.36,45.61,1021.42,1041.06,877.87,738.85,0
2018-09-12 PM 3:00,59.61,66.07,55.19,45.34,1031.20,1033.41,882.52,739.72,0
